,database1,database2,tablename,source,seg_id,vers_rotor,datacountdbl,datacountstr,da,dm,di,z,lp,spiri,hr,hl,gamma,plen,was,alpha_a,tanue,delta_u,wks,wbk,memotext,k2_refpos,functyp,profile,profile_correction,profile_last_correction,profile_actual,settings,settings_correction,settings_last_correction,settings_lead_actual,settings_cone_actual,count,cycleno,cycleselect,progno,vc,vcr,vf,vfr,vr,vrad,srad,saxl,saxr,ssum,vca,vfa,vfar,nsz,sa,na,deltagamma1,fpmr,fpma,wait,ndpc,fdwl,qd,fdsl,bal,hm,sradl,sradr,sradvt,sradvtactive,noiseampl,noiselimitlow,processname,cyclefinished,nso,v2rad,fsr,vfrr,vval1,vval2,vers_process,datacountcycle,datacountstrcycle,grindingwheel,dresser,dresser_2,cutterhead,vers_profile,area,axis,flank,startpos,endpos,a,b,c,d,e,f,g,seg_name,wp_id,seg_typ,seg_pos,origin,machinetyp,vers_settings,vers_grindingtool,wheel_type,dw,bwmin,cd,bw,vmax,pmax,ident,wp_name,pj_id,work_routine
149,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,200.0,0.0,0.0,39.300427,21.124873,0.0,0.32325919244056445,0.9463104641198227,0.0,5201000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
150,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,179.0,0.0,0.0,27.000229,22.187079,0.0,-0.20890783038165536,0.9779353344701425,0.0,5180000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
151,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,95.0,0.0,0.0,-12.840373,23.3327,0.0,-0.48213169243941834,0.8760987565026571,0.0,5096000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
152,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,106.0,0.0,0.0,-3.56227,26.393186,0.0,-0.13375647471171762,0.9910142307114936,0.0,5107000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
153,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,108.0,0.0,0.0,-1.78515,26.572604,0.0,-0.06702899232047789,0.9977510281570755,0.0,5109000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
154,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,105.0,0.0,0.0,-4.450085,26.258081,0.0,-0.16709226462526308,0.9859412635154292,0.0,5106000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
155,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,22.0,0.0,0.0,-37.736721,21.587191,0.0,-0.2711573076186621,0.96253504586846,0.0,5023000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
156,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,29.0,0.0,0.0,-32.780624,22.525051,0.0,-0.08338057415876837,0.9965177769879241,0.0,5030000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
157,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,192.0,0.0,0.0,33.422923,22.462524,0.0,0.11002098042690445,0.9939292650213609,0.0,5193000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
158,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,147.0,0.0,0.0,21.113096,19.522486,0.0,-0.3006153298539942,0.9537454710019725,0.0,5148000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
159,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,136.0,0.0,0.0,18.739344,19.49702,0.0,0.2762881633411272,0.9610748414132931,0.0,5137000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
160,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,61.0,0.0,0.0,-22.881747,20.59605,0.0,0.6239820012641394,0.7814387129509258,0.0,5062000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
161,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,67.0,0.0,0.0,-22.255304,20.103172,0.0,0.5569675507242983,0.8305342542244578,0.0,5068000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
162,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,114.0,0.0,0.0,3.56227,26.393186,0.0,0.13375647471171773,0.9910142307114936,0.0,5115000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
163,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,195.0,0.0,0.0,35.481116,22.148474,0.0,0.1903085265854254,0.9817243323402371,0.0,5196000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
164,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,91.0,0.0,0.0,-15.845892,21.405554,0.0,-0.5949832775093475,0.8037380789064524,0.0,5092000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
165,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,150.0,0.0,0.0,21.630033,19.747501,0.0,-0.42066455923718005,0.9072162523906795,0.0,5151000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
166,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,53.0,0.0,0.0,-23.825736,21.140691,0.0,0.4439592485771282,0.8960469773414962,0.0,5054000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
167,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,161.0,0.0,0.0,22.990392,20.678332,0.0,-0.5825914413349981,0.8127651644129499,0.0,5162000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
168,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,181.0,0.0,0.0,27.6945,22.344857,0.0,-0.16711454884063875,0.9859374866419218,0.0,5182000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
169,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,128.0,0.0,0.0,15.13381,21.914786,0.0,0.5682459375459209,0.822858769451087,0.0,5129000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
170,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,134.0,0.0,0.0,18.14759,19.710209,0.0,0.42780142883459504,0.9038727440779918,0.0,5135000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
171,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,170.0,0.0,0.0,24.521521,21.476647,0.0,-0.37068686081776286,0.9287579077547994,0.0,5171000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
172,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,21.0,0.0,0.0,-38.518711,21.355137,0.0,-0.29765302892268597,0.9546741194633647,0.0,5022000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
173,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,100.0,0.0,0.0,-8.76581,25.148571,0.0,-0.3291395828183869,0.9442812796101266,0.0,5101000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
174,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,80.0,0.0,0.0,-19.81419,19.343259,0.0,-0.009992070582489446,0.999950078016635,0.0,5081000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
175,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,135.0,0.0,0.0,18.43838,19.595695,0.0,0.35102629910183536,0.9363656002539119,0.0,5136000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
176,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,141.0,0.0,0.0,20.042206,19.34799,0.0,-0.04615872191238548,0.9989341181436416,0.0,5142000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
177,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,65.0,0.0,0.0,-22.589246,20.318327,0.0,0.6188390468321816,0.7855178127298177,0.0,5066000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
178,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,167.0,0.0,0.0,23.825736,21.140691,0.0,-0.4439592485771281,0.8960469773414962,0.0,5168000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
179,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,27.0,0.0,0.0,-34.087552,22.379892,0.0,-0.1367453819476766,0.9906062287892117,0.0,5028000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
180,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.0,0.0,0.0,-51.009319,13.764822,0.0,-0.9066071461661637,0.42197568948986186,0.0,5002000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
181,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,198.0,0.0,0.0,37.71983,21.616691,0.0,0.27040435938275414,0.9627468423354097,0.0,5199000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
182,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,10.0,0.0,0.0,-47.916046,16.696486,0.0,-0.5726454668841611,0.8198031283527901,0.0,5011000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
183,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,189.0,0.0,0.0,31.56552,22.594627,0.0,0.0305281682329657,0.9995339068507579,0.0,5190000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
184,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,50.0,0.0,0.0,-24.538306,21.457467,0.0,0.36996142040476293,0.9290471179720059,0.0,5051000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
185,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,85.0,0.0,0.0,-18.43838,19.595695,0.0,-0.35102629910183525,0.936365600253912,0.0,5086000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
186,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,49.0,0.0,0.0,-24.80651,21.585993,0.0,0.3454375053354117,0.9384417562681487,0.0,5050000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
187,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,199.0,0.0,0.0,38.501942,21.385356,0.0,0.29690403787511,0.9549073213110554,0.0,5200000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
188,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,10.0,0.0,0.0,-47.92904,16.659149,0.0,-0.5732844429263652,0.8193564227481268,0.0,5011000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
189,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,151.0,0.0,0.0,21.880796,19.849481,0.0,-0.47305465185999,0.8810330847100032,0.0,5152000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
190,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,197.0,0.0,0.0,36.954964,21.820227,0.0,0.24378260692918083,0.9698299028998912,0.0,5198000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
191,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,43.0,0.0,0.0,-26.390824,22.044249,0.0,0.2461534621916953,0.9692308667448853,0.0,5044000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
192,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,11.0,0.0,0.0,-47.022857,17.301788,0.0,-0.5492483075711057,0.8356591988545786,0.0,5012000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
193,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,38.0,0.0,0.0,-28.089026,22.407126,0.0,0.14438965384414632,0.9895209082494253,0.0,5039000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
194,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,188.0,0.0,0.0,30.993901,22.604589,0.0,0.004408111455762591,0.9999902842294986,0.0,5189000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
195,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,36.0,0.0,0.0,-28.973061,22.489688,0.0,0.09599944978625873,0.9953813870274728,0.0,5037000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
196,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,29.0,0.0,0.0,-32.798195,22.499458,0.0,-0.08415667243732335,0.9964525349881334,0.0,5030000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
197,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,131.0,0.0,0.0,17.260912,20.281789,0.0,0.6367736196920815,0.7710508136719944,0.0,5132000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
198,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,14.0,0.0,0.0,-44.383189,18.857101,0.0,-0.47739105675195687,0.8786909461996578,0.0,5015000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
199,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,48.0,0.0,0.0,-25.132461,21.675393,0.0,0.3191930996860596,0.9476896987478577,0.0,5049000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
200,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,175.0,0.0,0.0,25.864737,21.926574,0.0,-0.2758988347672814,0.9611866795654507,0.0,5176000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
201,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,110.0,0.0,0.0,0.0,26.6325,0.0,6.123031769111886e-17,1.0,0.0,5111000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
202,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,215.0,0.0,0.0,50.681602,14.468943,0.0,0.9066076985302729,0.42197450274352094,0.0,5216000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
203,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.0,0.0,0.0,-51.091273,13.58876,0.0,-0.9066010847886212,0.42198871200554083,0.0,5001000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
204,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,113.0,0.0,0.0,2.678063,26.49751,0.0,0.10055620284929981,0.9949313795777729,0.0,5114000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
205,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,33.0,0.0,0.0,-30.446578,22.599952,0.0,0.02144628794575344,0.9997700019171148,0.0,5034000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
206,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,109.0,0.0,0.0,-0.893077,26.617522,0.0,-0.03353335535645409,0.9994375988917656,0.0,5110000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
207,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1077.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,212.0,0.0,0.0,49.706003,15.368632,0.0,0.6181335754177778,0.7860730773542841,0.0,5213000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
208,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,1084.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,45.0,0.0,0.0,-25.864737,21.926574,0.0,0.2758988347672815,0.9611866795654507,0.0,5046000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
209,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,6.0,0.0,0.0,-50.611101,14.605464,0.0,-0.9061501340784435,0.42295618509441246,0.0,5007000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
210,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database1,2290.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,158.0,0.0,0.0,22.871345,20.556474,0.0,-0.6409910987865411,0.7675483120145745,0.0,5159000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
